chunk_id,dominant_topic,dominant_score,score_margin,confidence_level
b94ad4f0:00000,Historical Slavery,0.4668766113458921,0.0704305856062413,high
72169f8e:00000,Historical Slavery,0.4341563961696634,0.0859547130853315,high
72169f8e:00001,Historical Slavery,0.4467905883124195,0.0972619062079893,high
a781b34f:00000,Historical Slavery,0.4275644692565671,0.0899053862342945,high
a781b34f:00001,Historical Slavery,0.3856922568164633,0.0638929242984909,high
96568a08:00000,Historical Slavery,0.5457488276985167,0.098769249968587,high
383f13f1:00000,Historical Slavery,0.3904425969629423,0.0584494392688272,high
6e9e834a:00000,Historical Slavery,0.4985330335106724,0.1164002064605355,high
05841864:00000,Historical Slavery,0.4562160108148316,0.1288196952395807,high
05841864:00001,Historical Slavery,0.436101773472175,0.1624527958605034,high
7fef3ff1:00000,Historical Slavery,0.4862434211727696,0.1683208468254923,high
7fef3ff1:00001,Historical Slavery,0.4421489328587017,0.1317502643548331,high
e7f6805a:00000,Historical Slavery,0.4608195248389594,0.1263812367370666,high
48d6a6e4:00000,Historical Slavery,0.4573027234617065,0.0966293642467902,high
f530037c:00000,Historical Slavery,0.4282241199027331,0.0685026345262723,high
f530037c:00001,Historical Slavery,0.5127002726556449,0.1159084940693724,high
fb058e2e:00001,Historical Slavery,0.4922707043536056,0.1022527089360063,high
7d5d26d9:00000,Historical Slavery,0.4915793811871704,0.0991713280364805,high
767ae8d8:00000,Historical Slavery,0.4327489981659843,0.0665523772709201,high
b7de1f49:00000,Historical Slavery,0.5005745489822122,0.0995118818942513,high
8c5efa4a:00000,Historical Slavery,0.5610346186796271,0.1738781673779623,high
d5c37876:00000,Historical Slavery,0.6158837934811486,0.2158361439759978,high
d5c37876:00001,Historical Slavery,0.373097471386568,0.1858315458278084,high
79f46b32:00000,Historical Slavery,0.491527494394713,0.0736538553225621,high
88ed6a2e:00000,Historical Slavery,0.5421157298462055,0.1250836599490404,high
88ed6a2e:00001,Historical Slavery,0.4769207725527992,0.071438796937512,high
9da019c1:00000,Historical Slavery,0.5195175927460685,0.0796065547096357,high
b43f74fc:00000,Colonialism,0.4267931590299282,0.0995294196668923,high
d5739174:00000,Colonialism,0.5056229228988386,0.132081750912702,high
dc7e77ec:00000,Historical Slavery,0.4301564345263821,0.0583849122197315,high
dc7e77ec:00001,Colonialism,0.4648449454434825,0.0827323700843248,high
98768f31:00000,Historical Slavery,0.5312237857164086,0.1649623717599287,high
2f5dd161:00000,Historical Slavery,0.4762884233930708,0.056779402319294,high
2f5dd161:00001,Colonialism,0.4645432654409334,0.1079196176045189,high
b7276e7a:00000,Historical Slavery,0.5293860572379171,0.1108265864225913,high
0a7aabf5:00000,Historical Slavery,0.5022874354104142,0.0550294189897355,high
