prob__burgerrechten,prob__gezondheidszorg,prob__arbeid,prob__onderwijs,prob__milieu,prob__immigratie,prob__criminaliteit,prob__sociale_zaken,prob__huisvesting,prob__buitenlandse_zaken,prob__ruimtelijke_ordening,prob__Cultuur_en_sport,prob__Ramp_ongeval
0.92531705,0.72717154,0.7335722,0.060635284,0.050298277,0.07354796,0.5232269,0.46560645,0.036960818,0.09757608,0.04819628,0.07786881,0.057349734
0.24866393,0.31928265,0.121934675,0.07899946,0.12357894,0.058889087,0.9713291,0.08648254,0.07559214,0.109996125,0.071050346,0.0812589,0.14983179
0.4222263,0.70069194,0.924822,0.7474425,0.071459025,0.1035589,0.10953281,0.17417122,0.04417827,0.046379324,0.035112903,0.056952734,0.032516714
0.112833396,0.24397364,0.9730311,0.22884701,0.11889599,0.22833613,0.08295832,0.38147452,0.08370379,0.088223375,0.055338264,0.08501262,0.06334638
0.37775305,0.65459275,0.90637046,0.955054,0.09526255,0.12427545,0.11424769,0.23773883,0.05080831,0.055585336,0.046757657,0.101792425,0.052828383
0.7909926,0.7123209,0.8113838,0.21090075,0.059083864,0.034325402,0.15601647,0.5779955,0.03014983,0.061667614,0.032619216,0.058510218,0.03482406
0.85751265,0.55218506,0.8894757,0.08160888,0.065638945,0.1391473,0.2275429,0.87616915,0.44322607,0.07226689,0.051145572,0.055453017,0.057525326
0.7487368,0.5623777,0.97143686,0.081743486,0.09107447,0.16584562,0.18695232,0.43982342,0.046938684,0.08003851,0.051755555,0.0847418,0.050341688
0.44868463,0.36964205,0.82536924,0.086596794,0.072244905,0.06636462,0.2923694,0.986759,0.09209054,0.08473661,0.08262035,0.08064227,0.08575738
0.23307702,0.4181239,0.07394349,0.04832434,0.9904743,0.10241877,0.18025534,0.09801622,0.05455618,0.23313887,0.16254172,0.042155065,0.1394616
0.25246784,0.4553252,0.06748255,0.06754231,0.9682685,0.09163589,0.17662409,0.071690984,0.03618889,0.3386448,0.19215627,0.03816606,0.16287807
0.6001658,0.53967905,0.07236675,0.03317844,0.9849208,0.13989618,0.20493676,0.06667527,0.05908553,0.19197837,0.2932247,0.04683276,0.14421608
