prob__Reparations and Remembrance,prob__Modern & Everyday Racism,"prob__Colonial Exploitation, Slavery & Economic Inequality",prob__Uncategorised
0.001671245,0.0046473835,0.9995035,0.00628582
0.0029400575,0.0015452794,0.9998142,0.9918143
0.0003709099,0.0003331101,0.00056462793,0.9997143
0.00031225628,0.0003596166,0.0005053631,0.9996861
0.0004173247,0.0003344249,0.0003414625,0.9996481
0.0014756211,0.00076623366,0.9997471,0.98547065
0.0010884124,0.0016198994,0.999428,0.017407428
0.00064164656,0.0012097004,0.99980515,0.91235083
0.00050740584,0.001012764,0.99973947,0.3747439
0.0003534017,0.0006194365,0.000449667,0.99974495
0.00046787004,0.00038810904,0.00032327004,0.9996836
0.00039320358,0.00044848892,0.00037860795,0.9996872
0.00048032514,0.0004558025,0.00030767443,0.9996636
0.0003629672,0.0005265034,0.0003344115,0.99967957
0.0003820207,0.0004384596,0.0003222564,0.9996792
0.00034645206,0.00040666264,0.00031707922,0.99964035
0.00036028353,0.0003941433,0.00033388397,0.99966526
0.0018520842,0.00036580756,0.0002618588,0.9996779
0.01179077,0.00041753103,0.00041624857,0.9996063
0.02086452,0.0011625527,0.99987113,0.9827461
0.00020160129,0.0006976673,0.00095935474,0.99974304
0.0002183103,0.0007000617,0.0059154807,0.99980396
0.000261427,0.00076704967,0.00033444562,0.9996592
0.0004205235,0.00046379727,0.0003909999,0.9997161
0.00043358974,0.00039709746,0.000419862,0.9997147
0.9996338,0.0040702866,0.007640134,0.013516855
0.9996244,0.004058225,0.0077502877,0.011863435
0.99962604,0.0036186688,0.012640633,0.009436762
0.0007813508,0.00021475992,0.0013345197,0.99976724
0.0005035383,0.00028492865,0.0014392601,0.99973816
0.0015865195,0.00031777893,0.00034099323,0.99969566
0.00090825686,0.00030553268,0.0003328596,0.9996866
0.006032693,0.0020891887,0.9986933,0.0028934523
0.0037241352,0.0023659754,0.9985696,0.0030843725
0.0027954318,0.0025505412,0.9986112,0.0034779464
0.00034903223,0.000361266,0.0006832445,0.9997472
0.0007576925,0.00035280958,0.00029065565,0.9997008
0.0008822603,0.00038410895,0.00026651015,0.9996979
0.0006913435,0.00033708548,0.00030963836,0.999688
0.00033028272,0.0007696541,0.00039678867,0.9996965
0.00043185495,0.0006041497,0.00031743493,0.9996921
0.00046160456,0.0005913853,0.0002831171,0.99967957
0.0004882228,0.0003750047,0.0002783158,0.99964094
0.00031552833,0.0023689216,0.00024725858,0.99954706
0.021760698,0.99966097,0.9901834,0.0009618826
0.020203695,0.99973136,0.9919824,0.0012146329
0.0011317672,0.018662453,0.99985933,0.973174
0.00025281313,0.00053367176,0.0005865504,0.9997286
0.00030046966,0.0005868848,0.00032611724,0.9996792
0.0002868062,0.00042336705,0.00043411867,0.9996867
0.0002712415,0.00042448504,0.00042571794,0.9996573
0.00035640888,0.0002986,0.00043929904,0.999653
0.0027262748,0.0021830748,0.9999101,0.97472227
0.0005807146,0.000360988,0.00037463522,0.99972314
